QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5,VOTEGEN_POST_W78,covid_misinfo_belief,trump_vote
201801048111.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,1.9004998513821163,"Joe Biden, the Democrat",,0.0
201801048123.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,65+,Some College,1.317171525948081,"Joe Biden, the Democrat",1.0,0.0
201801048162.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.249603774574315,"Donald Trump, the Republican",0.0,1.0
201801048193.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,0.6174234829835292,"Donald Trump, the Republican",1.0,1.0
201801048403.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4986534067908098,"Joe Biden, the Democrat",0.0,0.0
201801048487.0,Not much,Not sure,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,1.3068146547559176,"Joe Biden, the Democrat",,0.0
201801048506.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,18-29,Some College,5.37480474474419,,1.0,
201801048507.0,None at all,Not sure,Dem/Lean Dem,Very conservative,30-49,H.S. graduate or less,2.195534863387114,"Joe Biden, the Democrat",,0.0
201801048596.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,1.008594869048371,"Donald Trump, the Republican",0.0,1.0
201801048612.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,2.570710827037535,"Donald Trump, the Republican",0.0,1.0
201801048646.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,0.9960331719756456,"Joe Biden, the Democrat",,0.0
201801048648.0,Not much,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,0.8468500026592618,"Joe Biden, the Democrat",,0.0
201801048693.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.7232954701989478,"Joe Biden, the Democrat",0.0,0.0
201801048804.0,Not much,Not sure,Dem/Lean Dem,Conservative,30-49,Some College,0.506520167097606,"Joe Biden, the Democrat",,0.0
201801048862.0,None at all,Was developed intentionally in a lab,DK/Refused/No lean,Moderate,50-64,H.S. graduate or less,3.891951892876328,,1.0,
201801048872.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,18-29,H.S. graduate or less,4.963539717862662,,0.0,
201801048936.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,1.3585910334408409,"Joe Biden, the Democrat",0.0,0.0
201801048937.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.4180960679535971,"Joe Biden, the Democrat",1.0,0.0
201801048954.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.6509745947305468,"Joe Biden, the Democrat",,0.0
201801049059.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,Some College,0.884522665575274,"Donald Trump, the Republican",1.0,1.0
201801049107.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,1.1282641857783755,"Donald Trump, the Republican",0.0,1.0
201801049162.0,Some,Not sure,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4166598235009873,"Donald Trump, the Republican",,1.0
201801049205.0,None at all,Not sure,Dem/Lean Dem,Refused,30-49,College graduate+,0.1780233055799683,"Joe Biden, the Democrat",,0.0
201801049229.0,Some,Refused,Dem/Lean Dem,Moderate,65+,College graduate+,1.0160139314179193,"Joe Biden, the Democrat",,0.0
201801049370.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,Some College,1.2008383858447431,"Joe Biden, the Democrat",1.0,0.0
201801049419.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,1.1720302000931735,"Donald Trump, the Republican",0.0,1.0
201801049501.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,18-29,Some College,2.316988135057507,,0.0,
201801049658.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4259126077653978,"Donald Trump, the Republican",0.0,1.0
201801049850.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,Some College,7.487621221765812,,1.0,
201801049929.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,0.6363659314577633,"Joe Biden, the Democrat",,0.0
201801049992.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,1.051752162400997,"Joe Biden, the Democrat",0.0,0.0
201801050145.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4180960679535971,"Joe Biden, the Democrat",0.0,0.0
201801050303.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4049142550073311,"Donald Trump, the Republican",1.0,1.0
201801050331.0,None at all,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.4805014734376296,"Joe Biden, the Democrat",,0.0
201801050610.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.8894384086708548,"Joe Biden, the Democrat",1.0,0.0
201801050673.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.7332315402427623,"Donald Trump, the Republican",1.0,1.0
201801050721.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.5588242427559511,"Donald Trump, the Republican",1.0,1.0
201801050757.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.4932232049104326,"Donald Trump, the Republican",1.0,1.0
201801050928.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,30-49,Some College,1.576421307620977,"Donald Trump, the Republican",,1.0
201801051122.0,Some,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.8904173234304539,"Joe Biden, the Democrat",0.0,0.0
201801051220.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,1.345954269444543,,0.0,
201801051240.0,Some,Not sure,Rep/Lean Rep,Moderate,18-29,College graduate+,1.5551366168123435,"Donald Trump, the Republican",,1.0
201801051365.0,Some,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.95471178442974,"Joe Biden, the Democrat",,0.0
201801051368.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4853177493373825,"Joe Biden, the Democrat",0.0,0.0
201801051392.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,18-29,H.S. graduate or less,3.199208795777613,"Donald Trump, the Republican",1.0,1.0
201801051528.0,Not much,Doesn’t really exist,Dem/Lean Dem,Conservative,18-29,College graduate+,1.7682908185807185,,1.0,
201801051537.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.6509745947305468,"Joe Biden, the Democrat",1.0,0.0
201801051627.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Liberal,30-49,Some College,0.9089698211208472,,,
201801051753.0,A lot,Came about naturally,Dem/Lean Dem,Conservative,50-64,Some College,0.3980135384686304,"Donald Trump, the Republican",0.0,1.0
201801051886.0,Not much,Not sure,DK/Refused/No lean,Moderate,30-49,College graduate+,0.8638601672762968,"Joe Biden, the Democrat",,0.0
201801051939.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.432203126966449,"Joe Biden, the Democrat",,0.0
201801052005.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.3801874867616248,"Joe Biden, the Democrat",0.0,0.0
201801052015.0,Not much,Not sure,Dem/Lean Dem,Liberal,65+,College graduate+,0.3758142367735296,"Joe Biden, the Democrat",,0.0
201801052144.0,None at all,Came about naturally,Dem/Lean Dem,Conservative,30-49,H.S. graduate or less,2.195534863387114,"Joe Biden, the Democrat",0.0,0.0
201801052466.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,Some College,0.3613555868673831,"Donald Trump, the Republican",1.0,1.0
201801052484.0,Not much,Not sure,DK/Refused/No lean,Refused,30-49,College graduate+,1.0141475086007663,,,
201801052505.0,Not much,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,0.3707844969629844,"Joe Biden, the Democrat",,0.0
201801052674.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,1.96815565981652,,1.0,
201801052774.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.3889894681791227,"Joe Biden, the Democrat",0.0,0.0
201801052775.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.5529516220670304,"Jo Jorgensen, the Libertarian Party candidate",0.0,
201801052786.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.4425431430346577,"Joe Biden, the Democrat",0.0,0.0
201801052791.0,Some,Not sure,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,2.156150599071779,"Donald Trump, the Republican",,1.0
201801052867.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Moderate,65+,Some College,0.4550438158965828,"Joe Biden, the Democrat",,0.0
201801052874.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,7.487621221765812,"Donald Trump, the Republican",0.0,1.0
201801052965.0,Not much,Came about naturally,Dem/Lean Dem,Very conservative,50-64,H.S. graduate or less,4.871820261763686,"Joe Biden, the Democrat",0.0,0.0
201801052974.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,18-29,H.S. graduate or less,0.8137627790792067,"Donald Trump, the Republican",0.0,1.0
201801053033.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.796872836968013,"Joe Biden, the Democrat",,0.0
201801053062.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,2.458802360545112,,0.0,
201801053254.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2797776085886611,"Joe Biden, the Democrat",,0.0
201801053283.0,A lot,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,0.4532946806091564,"Donald Trump, the Republican",,1.0
201801053305.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,Some College,0.3551509656776861,"Joe Biden, the Democrat",1.0,0.0
201801053306.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,0.8839541579935453,"Donald Trump, the Republican",0.0,1.0
201801053525.0,Not much,Not sure,Dem/Lean Dem,Moderate,30-49,Some College,1.126221350876464,"Joe Biden, the Democrat",,0.0
201801053586.0,Not much,Not sure,Rep/Lean Rep,Moderate,65+,Some College,0.9510788484583392,"Donald Trump, the Republican",,1.0
201801053609.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.4201622708572814,"Joe Biden, the Democrat",0.0,0.0
201801053622.0,None at all,Not sure,Dem/Lean Dem,Very liberal,50-64,H.S. graduate or less,4.871820261763686,"Joe Biden, the Democrat",,0.0
201801053650.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.2810777711996224,"Joe Biden, the Democrat",0.0,0.0
201801054001.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.2806796851497508,"Joe Biden, the Democrat",0.0,0.0
201801054003.0,Some,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.2218346896862608,"Joe Biden, the Democrat",0.0,0.0
201801054058.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,0.5412839457475006,"Donald Trump, the Republican",0.0,1.0
201801054072.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4022411474204947,"Joe Biden, the Democrat",0.0,0.0
201801054155.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.7391291283106977,"Joe Biden, the Democrat",1.0,0.0
201801054167.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.2855113443802469,"Joe Biden, the Democrat",0.0,0.0
201801054260.0,Not much,Came about naturally,Dem/Lean Dem,Conservative,30-49,College graduate+,0.4279831792151116,"Joe Biden, the Democrat",0.0,0.0
201801054379.0,None at all,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4425431430346577,"Joe Biden, the Democrat",,0.0
201801054430.0,Some,Not sure,Dem/Lean Dem,Liberal,65+,College graduate+,0.3889894681791227,"Joe Biden, the Democrat",,0.0
201801054487.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.5028534845628456,"Joe Biden, the Democrat",0.0,0.0
201801054518.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.3891621197886757,"Jo Jorgensen, the Libertarian Party candidate",0.0,
201801054626.0,None at all,Came about naturally,Rep/Lean Rep,Very liberal,50-64,Some College,0.8581011787496315,"Donald Trump, the Republican",0.0,1.0
201801054631.0,Refused,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.227483968598657,"Donald Trump, the Republican",,1.0
201801054651.0,Not much,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,0.9041437654252064,"Joe Biden, the Democrat",,0.0
201801054672.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,H.S. graduate or less,2.1426264477009043,"Joe Biden, the Democrat",0.0,0.0
201801054679.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.3262649169600645,"Joe Biden, the Democrat",,0.0
201801054801.0,Not much,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,0.5366382232986273,"Joe Biden, the Democrat",,0.0
201801054831.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.6306164536941762,"Joe Biden, the Democrat",,0.0
201801054864.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Liberal,30-49,College graduate+,0.9130899765151744,"Joe Biden, the Democrat",,0.0
201801054894.0,None at all,Not sure,Dem/Lean Dem,Moderate,18-29,H.S. graduate or less,1.5287799567873128,,,
201801054931.0,Some,Doesn’t really exist,Dem/Lean Dem,Moderate,30-49,Some College,0.9330699806669148,"Joe Biden, the Democrat",1.0,0.0
201801054932.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,Some College,0.8026363947441462,"Joe Biden, the Democrat",0.0,0.0
201801054987.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,18-29,Some College,2.758648464681644,,0.0,
201801054991.0,Some,Not sure,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.2838023185187149,"Joe Biden, the Democrat",,0.0
201801055010.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.9141624480566856,"Joe Biden, the Democrat",0.0,0.0
201801055016.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,1.606223359557186,"Donald Trump, the Republican",1.0,1.0
201801055252.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4394647852829622,"Donald Trump, the Republican",0.0,1.0
201801055263.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2758775113286061,"Joe Biden, the Democrat",0.0,0.0
201801055279.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3891496729830658,"Donald Trump, the Republican",1.0,1.0
201801055283.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2797776085886611,"Joe Biden, the Democrat",,0.0
201801055311.0,Not much,Came about naturally,Rep/Lean Rep,Liberal,18-29,College graduate+,1.1674362439708543,"Donald Trump, the Republican",0.0,1.0
201801055440.0,None at all,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.8253843015894339,"Joe Biden, the Democrat",,0.0
201801055477.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.81485298012428,"Joe Biden, the Democrat",0.0,0.0
201801055488.0,None at all,Not sure,Dem/Lean Dem,Liberal,50-64,Some College,0.2390649207341633,"Joe Biden, the Democrat",,0.0
201801055568.0,None at all,Was made accidentally in a lab,Rep/Lean Rep,Moderate,65+,College graduate+,0.3889894681791227,"Donald Trump, the Republican",,1.0
201801055721.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,2.597207472836589,"Donald Trump, the Republican",0.0,1.0
201801055913.0,None at all,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,0.3433477788804093,"Joe Biden, the Democrat",,0.0
201801056050.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.6497631904730444,"Joe Biden, the Democrat",0.0,0.0
201801056052.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.3717364469787586,"Joe Biden, the Democrat",0.0,0.0
201801056069.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.317264943657635,"Donald Trump, the Republican",0.0,1.0
201801056118.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,Some College,0.5370206919790735,"Joe Biden, the Democrat",1.0,0.0
201801056161.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.3845657298168038,"Joe Biden, the Democrat",0.0,0.0
201801056183.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.2810777711996224,"Joe Biden, the Democrat",0.0,0.0
201801056193.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.3688383177152402,"Joe Biden, the Democrat",0.0,0.0
201801056246.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,1.0939143818377044,"Donald Trump, the Republican",1.0,1.0
201801056300.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.6558288562051806,"Donald Trump, the Republican",0.0,1.0
201801056333.0,None at all,Was developed intentionally in a lab,DK/Refused/No lean,Moderate,50-64,Some College,3.6157793863270697,"Joe Biden, the Democrat",1.0,0.0
201801056352.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,College graduate+,1.53583961317879,,1.0,
201801056358.0,None at all,Came about naturally,DK/Refused/No lean,Moderate,50-64,College graduate+,0.2307862074979803,"Joe Biden, the Democrat",0.0,0.0
201801056406.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,H.S. graduate or less,1.8601843841840544,"Joe Biden, the Democrat",0.0,0.0
201801056428.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.6413499780877429,"Joe Biden, the Democrat",,0.0
201801056440.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.3209263675800062,"Joe Biden, the Democrat",0.0,0.0
201801056461.0,Not much,Refused,Dem/Lean Dem,Moderate,50-64,Some College,0.7922043595817405,"Joe Biden, the Democrat",,0.0
201801056491.0,Not much,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,4.859946686597268,"Joe Biden, the Democrat",,0.0
201801056612.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2004393864240934,"Joe Biden, the Democrat",0.0,0.0
201801057037.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.2228900847276511,"Donald Trump, the Republican",0.0,1.0
201801057052.0,Some,Not sure,Dem/Lean Dem,Liberal,65+,College graduate+,0.3758142367735296,"Joe Biden, the Democrat",,0.0
201801057086.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,Some College,0.506520167097606,"Joe Biden, the Democrat",,0.0
201801057183.0,Not much,Not sure,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4942348595656328,,,
201801057292.0,Some,Not sure,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,1.6509745947305468,"Joe Biden, the Democrat",,0.0
201801057457.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.4755629930910039,"Donald Trump, the Republican",0.0,1.0
201801057572.0,Some,Not sure,Dem/Lean Dem,Conservative,30-49,College graduate+,0.4180960679535971,"Joe Biden, the Democrat",,0.0
201801057894.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,2.1586827580643817,,0.0,
201801057928.0,Not much,Not sure,Dem/Lean Dem,Liberal,50-64,College graduate+,0.6233443946777021,"Joe Biden, the Democrat",,0.0
201801057956.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,Some College,4.292100094033955,"Joe Biden, the Democrat",1.0,0.0
201801057976.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.2894571578606051,"Donald Trump, the Republican",1.0,1.0
201801058008.0,Not much,Not sure,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2456463820773952,"Joe Biden, the Democrat",,0.0
201801058036.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.4280546019381889,"Donald Trump, the Republican",0.0,1.0
201801058059.0,A lot,Not sure,Dem/Lean Dem,Moderate,65+,Some College,1.6348879634512594,"Joe Biden, the Democrat",,0.0
201801058144.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,College graduate+,1.492516368238182,"Donald Trump, the Republican",1.0,1.0
201801058184.0,None at all,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.9676859204240472,"Joe Biden, the Democrat",,0.0
201801058449.0,None at all,Came about naturally,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.7291140261140074,"Donald Trump, the Republican",0.0,1.0
201801058477.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.8449013133828984,"Joe Biden, the Democrat",0.0,0.0
201801058496.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,1.0634860560096329,,1.0,
201801058620.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.561078032636311,"Donald Trump, the Republican",0.0,1.0
201801058653.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.2007622018868364,"Joe Biden, the Democrat",,0.0
201801058836.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.4332216541457245,"Donald Trump, the Republican",0.0,1.0
201801058959.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.9826081987560096,"Joe Biden, the Democrat",0.0,0.0
201801058996.0,None at all,Refused,Rep/Lean Rep,Conservative,30-49,Some College,1.4581435124301134,"Donald Trump, the Republican",,1.0
201801059020.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,18-29,H.S. graduate or less,1.5450133007356075,,1.0,
201801059207.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.5699897433746057,"Donald Trump, the Republican",0.0,1.0
201801059322.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.4572782227327717,"Joe Biden, the Democrat",0.0,0.0
201801059332.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,Some College,1.9482010646480132,,,
201801059362.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.4558545384493983,,0.0,
201801059406.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3206291340585848,"Joe Biden, the Democrat",0.0,0.0
201801059478.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.786642452208476,"Joe Biden, the Democrat",0.0,0.0
201801059544.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.6109061498076378,"Donald Trump, the Republican",0.0,1.0
201801059595.0,A lot,Not sure,Rep/Lean Rep,Moderate,18-29,Some College,0.6450638612086985,"Donald Trump, the Republican",,1.0
201801059624.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,2.618018484928518,,1.0,
201801059738.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,H.S. graduate or less,3.642651528885703,"Donald Trump, the Republican",1.0,1.0
201801059766.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,65+,College graduate+,0.4363308247570928,"Joe Biden, the Democrat",1.0,0.0
201801059880.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.943100411842124,"Joe Biden, the Democrat",,0.0
201801059975.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.2813329211945452,"Joe Biden, the Democrat",0.0,0.0
201801060084.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3485661477843309,"Joe Biden, the Democrat",0.0,0.0
201801060183.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.4024291504549527,"Joe Biden, the Democrat",,0.0
201801060261.0,Some,Not sure,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,0.6805957896787221,"Joe Biden, the Democrat",,0.0
201801060308.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.4118632994549787,"Joe Biden, the Democrat",0.0,0.0
201801060335.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,Some College,0.5174617346639645,"Donald Trump, the Republican",0.0,1.0
201801060363.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,Some College,0.9439618949334256,"Joe Biden, the Democrat",0.0,0.0
201801060415.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2597747937323112,"Joe Biden, the Democrat",0.0,0.0
201801060464.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.4464912603781361,"Joe Biden, the Democrat",0.0,0.0
201801060511.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,18-29,H.S. graduate or less,7.487621221765812,,0.0,
201801060526.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,Some College,0.527770579490073,"Joe Biden, the Democrat",0.0,0.0
201801060539.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,18-29,Some College,0.9022565145891231,"Joe Biden, the Democrat",0.0,0.0
201801060563.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,2.1070229827063605,,1.0,
201801060644.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,2.0625358364994715,"Donald Trump, the Republican",0.0,1.0
201801060760.0,Not much,Not sure,Dem/Lean Dem,Very liberal,30-49,Some College,2.6138711728797106,,,
201801060775.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.4985008756492245,,0.0,
201801060802.0,None at all,Not sure,Dem/Lean Dem,Very liberal,18-29,H.S. graduate or less,7.487621221765812,"Joe Biden, the Democrat",,0.0
201801060810.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.4720559893154756,"Joe Biden, the Democrat",0.0,0.0
201801060823.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2601583936831742,"Joe Biden, the Democrat",1.0,0.0
201801060845.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,2.083604472798661,"Joe Biden, the Democrat",0.0,0.0
201801060866.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.5560577221339493,"Donald Trump, the Republican",0.0,1.0
201801060898.0,None at all,Not sure,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,3.5158299698663593,"Donald Trump, the Republican",,1.0
201801060937.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.4720559893154756,"Joe Biden, the Democrat",0.0,0.0
