QKEY,VOTEGEN_POST_W78
201801134506.0,"Donald Trump, the Republican"
201801134529.0,"Donald Trump, the Republican"
201801134550.0,"Joe Biden, the Democrat"
201801134589.0,"Joe Biden, the Democrat"
201801134603.0,"Donald Trump, the Republican"
201801134607.0,"Joe Biden, the Democrat"
201801134732.0,
201801134758.0,"Donald Trump, the Republican"
201801134770.0,"Joe Biden, the Democrat"
201801134774.0,"Donald Trump, the Republican"
201801134808.0,"Joe Biden, the Democrat"
201801134823.0,"Joe Biden, the Democrat"
201801134826.0,"Joe Biden, the Democrat"
201801134865.0,"Donald Trump, the Republican"
201801134876.0,
201801134953.0,"Joe Biden, the Democrat"
201801135014.0,"Donald Trump, the Republican"
201801135019.0,"Donald Trump, the Republican"
201801135033.0,"Joe Biden, the Democrat"
201801135059.0,"Joe Biden, the Democrat"
201801135074.0,"Joe Biden, the Democrat"
201801135075.0,"Joe Biden, the Democrat"
201801135091.0,"Donald Trump, the Republican"
201801135095.0,"Joe Biden, the Democrat"
201801135107.0,"Joe Biden, the Democrat"
201801135108.0,"Donald Trump, the Republican"
201801135127.0,"Donald Trump, the Republican"
201801135133.0,"Joe Biden, the Democrat"
201801135217.0,Refused
201801135240.0,
201801135271.0,
201801135294.0,"Joe Biden, the Democrat"
201801135306.0,"Joe Biden, the Democrat"
201801135363.0,"Donald Trump, the Republican"
201801135382.0,
201801135394.0,"Joe Biden, the Democrat"
201801135401.0,"Donald Trump, the Republican"
201801135444.0,"Joe Biden, the Democrat"
201801135447.0,"Joe Biden, the Democrat"
201801135454.0,"Donald Trump, the Republican"
201801135458.0,"Joe Biden, the Democrat"
201801135487.0,"Donald Trump, the Republican"
201801135489.0,"Joe Biden, the Democrat"
201801135503.0,"Donald Trump, the Republican"
201801135540.0,"Donald Trump, the Republican"
201801135548.0,"Joe Biden, the Democrat"
201801135572.0,"Donald Trump, the Republican"
201801135585.0,"Joe Biden, the Democrat"
201801135725.0,"Donald Trump, the Republican"
201801135772.0,"Donald Trump, the Republican"
201801135795.0,"Joe Biden, the Democrat"
201801135801.0,"Donald Trump, the Republican"
201801135824.0,
201801135855.0,"Joe Biden, the Democrat"
201801135858.0,"Joe Biden, the Democrat"
201801135882.0,"Donald Trump, the Republican"
201801135910.0,"Joe Biden, the Democrat"
201801135919.0,"Joe Biden, the Democrat"
201801135999.0,"Joe Biden, the Democrat"
201801136027.0,"Joe Biden, the Democrat"
201801136029.0,"Joe Biden, the Democrat"
201801136032.0,"Joe Biden, the Democrat"
201801136035.0,"Joe Biden, the Democrat"
201801136041.0,"Donald Trump, the Republican"
201801136048.0,
201801136050.0,"Joe Biden, the Democrat"
201801136143.0,"Joe Biden, the Democrat"
201801136313.0,"Joe Biden, the Democrat"
201801136367.0,"Joe Biden, the Democrat"
201801136375.0,"Joe Biden, the Democrat"
201801136394.0,"Donald Trump, the Republican"
201801136409.0,"Joe Biden, the Democrat"
201801136423.0,"Donald Trump, the Republican"
201801136438.0,"Joe Biden, the Democrat"
201801136497.0,"Donald Trump, the Republican"
201801136559.0,"Donald Trump, the Republican"
201801136565.0,"Joe Biden, the Democrat"
201801136569.0,"Donald Trump, the Republican"
201801136593.0,
201801136622.0,"Donald Trump, the Republican"
201801136625.0,"Joe Biden, the Democrat"
201801136631.0,"Donald Trump, the Republican"
201801136633.0,"Donald Trump, the Republican"
201801136658.0,"Donald Trump, the Republican"
201801136687.0,"Donald Trump, the Republican"
201801136759.0,"Joe Biden, the Democrat"
201801136783.0,"Donald Trump, the Republican"
201801136838.0,"Joe Biden, the Democrat"
201801136864.0,"Joe Biden, the Democrat"
201801136872.0,"Joe Biden, the Democrat"
201801136924.0,"Donald Trump, the Republican"
201801136967.0,"Donald Trump, the Republican"
201801137033.0,"Joe Biden, the Democrat"
201801137035.0,"Donald Trump, the Republican"
201801137039.0,"Joe Biden, the Democrat"
201801137059.0,"Joe Biden, the Democrat"
201801137127.0,"Joe Biden, the Democrat"
201801137129.0,"Joe Biden, the Democrat"
201801137133.0,"Joe Biden, the Democrat"
201801137153.0,"Joe Biden, the Democrat"
201801137173.0,"Joe Biden, the Democrat"
201801137192.0,"Joe Biden, the Democrat"
201801137254.0,"Joe Biden, the Democrat"
201801137260.0,"Donald Trump, the Republican"
201801137306.0,"Donald Trump, the Republican"
201801137386.0,"Joe Biden, the Democrat"
201801137404.0,"Donald Trump, the Republican"
201801137415.0,"Joe Biden, the Democrat"
201801137449.0,"Joe Biden, the Democrat"
201801137461.0,"Donald Trump, the Republican"
201801137479.0,"Joe Biden, the Democrat"
201801137484.0,"Joe Biden, the Democrat"
201801137499.0,"Donald Trump, the Republican"
201801137505.0,"Joe Biden, the Democrat"
201801137507.0,"Joe Biden, the Democrat"
201801137523.0,"Joe Biden, the Democrat"
201801137536.0,"Joe Biden, the Democrat"
201801137555.0,"Joe Biden, the Democrat"
201801137573.0,"Joe Biden, the Democrat"
201801137582.0,"Joe Biden, the Democrat"
201801137595.0,"Donald Trump, the Republican"
201801137604.0,"Joe Biden, the Democrat"
201801137614.0,"Joe Biden, the Democrat"
201801137617.0,"Joe Biden, the Democrat"
201801137624.0,"Joe Biden, the Democrat"
201801137625.0,"Joe Biden, the Democrat"
201801137633.0,"Joe Biden, the Democrat"
201801137637.0,"Joe Biden, the Democrat"
201801137638.0,"Joe Biden, the Democrat"
201801137659.0,"Joe Biden, the Democrat"
201801137667.0,"Joe Biden, the Democrat"
201801137694.0,"Joe Biden, the Democrat"
201801137705.0,"Joe Biden, the Democrat"
201801137710.0,"Joe Biden, the Democrat"
201801137715.0,"Joe Biden, the Democrat"
201801137731.0,"Jo Jorgensen, the Libertarian Party candidate"
201801137746.0,"Joe Biden, the Democrat"
201801137756.0,"Joe Biden, the Democrat"
201801137759.0,"Joe Biden, the Democrat"
201801137781.0,"Donald Trump, the Republican"
201801137846.0,"Donald Trump, the Republican"
201801137893.0,"Joe Biden, the Democrat"
201801137915.0,"Joe Biden, the Democrat"
201801137958.0,"Donald Trump, the Republican"
201801137967.0,"Jo Jorgensen, the Libertarian Party candidate"
201801137978.0,"Joe Biden, the Democrat"
201801137981.0,"Donald Trump, the Republican"
201801137984.0,"Donald Trump, the Republican"
201801137985.0,"Joe Biden, the Democrat"
201801137989.0,"Donald Trump, the Republican"
201801138000.0,"Joe Biden, the Democrat"
201801138015.0,"Donald Trump, the Republican"
201801138024.0,"Joe Biden, the Democrat"
201801138029.0,"Donald Trump, the Republican"
201801138058.0,"Joe Biden, the Democrat"
201801138062.0,
201801138081.0,"Donald Trump, the Republican"
201801138120.0,"Joe Biden, the Democrat"
201801138129.0,"Donald Trump, the Republican"
201801138148.0,"Joe Biden, the Democrat"
201801138169.0,"Donald Trump, the Republican"
201801138172.0,"Donald Trump, the Republican"
201801138203.0,
201801138208.0,"Donald Trump, the Republican"
201801138304.0,"Joe Biden, the Democrat"
201801138339.0,"Jo Jorgensen, the Libertarian Party candidate"
201801138340.0,"Donald Trump, the Republican"
201801138350.0,"Donald Trump, the Republican"
201801138352.0,"Donald Trump, the Republican"
201801138416.0,Refused
201801138434.0,"Joe Biden, the Democrat"
201801138479.0,"Donald Trump, the Republican"
201801138494.0,"Joe Biden, the Democrat"
201801138505.0,"Donald Trump, the Republican"
201801138520.0,"Donald Trump, the Republican"
201801138553.0,"Joe Biden, the Democrat"
201801138584.0,"Joe Biden, the Democrat"
201801138601.0,"Joe Biden, the Democrat"
201801138642.0,"Donald Trump, the Republican"
201801138663.0,"Donald Trump, the Republican"
201801138703.0,"Donald Trump, the Republican"
201801138719.0,"Joe Biden, the Democrat"
201801138739.0,"Donald Trump, the Republican"
201801138757.0,"Donald Trump, the Republican"
201801138803.0,"Joe Biden, the Democrat"
201801138806.0,"Joe Biden, the Democrat"
201801138834.0,"Joe Biden, the Democrat"
201801138860.0,"Donald Trump, the Republican"
201801138862.0,"Donald Trump, the Republican"
201801138876.0,
201801138890.0,"Donald Trump, the Republican"
201801138909.0,"Joe Biden, the Democrat"
201801138919.0,"Donald Trump, the Republican"
201801138932.0,"Donald Trump, the Republican"
201801138942.0,"Donald Trump, the Republican"
201801138989.0,"Donald Trump, the Republican"
201801139000.0,"Joe Biden, the Democrat"
201801139007.0,"Donald Trump, the Republican"
201801139015.0,"Joe Biden, the Democrat"
201801139036.0,"Joe Biden, the Democrat"
201801139038.0,"Donald Trump, the Republican"
201801139080.0,
201801139108.0,"Joe Biden, the Democrat"
201801139157.0,"Joe Biden, the Democrat"
201801139164.0,"Joe Biden, the Democrat"
201801139170.0,"Donald Trump, the Republican"
201801139196.0,"Joe Biden, the Democrat"
201801139200.0,
201801139212.0,"Donald Trump, the Republican"
201801139216.0,"Joe Biden, the Democrat"
201801139222.0,"Jo Jorgensen, the Libertarian Party candidate"
201801139233.0,"Joe Biden, the Democrat"
201801139251.0,Refused
201801139253.0,"Joe Biden, the Democrat"
201801139276.0,"Joe Biden, the Democrat"
201801139279.0,"Joe Biden, the Democrat"
201801139291.0,"Joe Biden, the Democrat"
201801139292.0,"Joe Biden, the Democrat"
201801139306.0,"Joe Biden, the Democrat"
201801139310.0,"Joe Biden, the Democrat"
201801139337.0,"Joe Biden, the Democrat"
201801139359.0,"Joe Biden, the Democrat"
201801139408.0,"Joe Biden, the Democrat"
201801139412.0,"Donald Trump, the Republican"
201801139427.0,"Joe Biden, the Democrat"
201801139470.0,"Donald Trump, the Republican"
201801139500.0,"Joe Biden, the Democrat"
201801139501.0,
201801139510.0,"Joe Biden, the Democrat"
201801139513.0,"Joe Biden, the Democrat"
201801139520.0,"Joe Biden, the Democrat"
201801139533.0,"Joe Biden, the Democrat"
201801139543.0,"Joe Biden, the Democrat"
201801139569.0,"Joe Biden, the Democrat"
201801139621.0,"Joe Biden, the Democrat"
201801139624.0,"Donald Trump, the Republican"
201801139640.0,"Donald Trump, the Republican"
201801139642.0,"Donald Trump, the Republican"
201801139651.0,"Joe Biden, the Democrat"
201801139666.0,"Joe Biden, the Democrat"
201801139667.0,
201801139669.0,"Donald Trump, the Republican"
201801139694.0,Refused
201801139696.0,"Donald Trump, the Republican"
201801139704.0,"Donald Trump, the Republican"
201801139725.0,"Joe Biden, the Democrat"
201801139746.0,"Joe Biden, the Democrat"
201801139773.0,"Joe Biden, the Democrat"
201801139799.0,"Donald Trump, the Republican"
201801139819.0,"Donald Trump, the Republican"
201801139864.0,
201801139874.0,"Joe Biden, the Democrat"
201801139977.0,"Donald Trump, the Republican"
201801139978.0,"Donald Trump, the Republican"
201801139991.0,"Joe Biden, the Democrat"
201801140035.0,"Joe Biden, the Democrat"
201801140040.0,"Joe Biden, the Democrat"
201801140044.0,"Joe Biden, the Democrat"
201801140059.0,"Joe Biden, the Democrat"
201801140070.0,"Joe Biden, the Democrat"
201801140115.0,"Joe Biden, the Democrat"
201801140140.0,"Joe Biden, the Democrat"
201801140179.0,"Joe Biden, the Democrat"
201801140190.0,"Joe Biden, the Democrat"
201801140191.0,"Joe Biden, the Democrat"
201801140198.0,"Joe Biden, the Democrat"
201801140200.0,"Joe Biden, the Democrat"
201801140203.0,"Howie Hawkins, the Green Party candidate"
201801140222.0,"Joe Biden, the Democrat"
201801140287.0,"Joe Biden, the Democrat"
201801140297.0,"Donald Trump, the Republican"
201801140322.0,"Joe Biden, the Democrat"
201801140393.0,"Joe Biden, the Democrat"
201801140404.0,"Joe Biden, the Democrat"
201801140424.0,"Joe Biden, the Democrat"
201801140425.0,"Joe Biden, the Democrat"
201801140442.0,"Joe Biden, the Democrat"
201801140491.0,"Joe Biden, the Democrat"
201801140512.0,"Donald Trump, the Republican"
201801140529.0,"Joe Biden, the Democrat"
201801140536.0,"Donald Trump, the Republican"
201801140601.0,"Donald Trump, the Republican"
201801140622.0,"Donald Trump, the Republican"
201801140641.0,"Donald Trump, the Republican"
201801140658.0,
201801140678.0,
201801140679.0,"Joe Biden, the Democrat"
201801140717.0,"Donald Trump, the Republican"
201801140730.0,"Joe Biden, the Democrat"
201801140744.0,"Donald Trump, the Republican"
201801140771.0,Refused
201801140773.0,"Joe Biden, the Democrat"
201801140843.0,"Joe Biden, the Democrat"
201801140850.0,
201801140856.0,"Donald Trump, the Republican"
201801140858.0,"Joe Biden, the Democrat"
201801140868.0,"Joe Biden, the Democrat"
201801140880.0,"Donald Trump, the Republican"
201801140882.0,"Donald Trump, the Republican"
201801140918.0,"Joe Biden, the Democrat"
201801140953.0,
201801140972.0,"Donald Trump, the Republican"
201801140992.0,"Joe Biden, the Democrat"
201801141010.0,"Donald Trump, the Republican"
201801141046.0,"Joe Biden, the Democrat"
201801141057.0,"Donald Trump, the Republican"
201801141094.0,"Donald Trump, the Republican"
201801141107.0,"Joe Biden, the Democrat"
201801141132.0,"Donald Trump, the Republican"
201801141152.0,
201801141168.0,"Jo Jorgensen, the Libertarian Party candidate"
201801141176.0,"Joe Biden, the Democrat"
201801141215.0,"Donald Trump, the Republican"
201801141273.0,"Donald Trump, the Republican"
201801141321.0,"Donald Trump, the Republican"
201801141330.0,"Joe Biden, the Democrat"
201801141362.0,"Donald Trump, the Republican"
201801141391.0,"Joe Biden, the Democrat"
201801141398.0,Refused
201801141400.0,"Donald Trump, the Republican"
201801141520.0,"Donald Trump, the Republican"
201801141536.0,"Joe Biden, the Democrat"
201801141679.0,
201801141697.0,"Donald Trump, the Republican"
201801141701.0,"Donald Trump, the Republican"
201801141704.0,"Joe Biden, the Democrat"
201801141713.0,"Joe Biden, the Democrat"
201801141779.0,"Donald Trump, the Republican"
201801141818.0,"Joe Biden, the Democrat"
201801141843.0,"Donald Trump, the Republican"
201801141958.0,"Donald Trump, the Republican"
201801141959.0,"Donald Trump, the Republican"
201801142007.0,"Donald Trump, the Republican"
201801142030.0,
201801142113.0,"Donald Trump, the Republican"
201801142154.0,"Donald Trump, the Republican"
201801142163.0,
201801142213.0,
201801142224.0,"Joe Biden, the Democrat"
201801142230.0,
201801142263.0,"Joe Biden, the Democrat"
201801142271.0,"Donald Trump, the Republican"
201801142276.0,"Donald Trump, the Republican"
201801142285.0,"Donald Trump, the Republican"
201801142289.0,
201801142302.0,"Donald Trump, the Republican"
201801142370.0,"Donald Trump, the Republican"
201801142379.0,"Joe Biden, the Democrat"
201801142383.0,"Joe Biden, the Democrat"
201801142403.0,"Joe Biden, the Democrat"
201801142415.0,"Donald Trump, the Republican"
201801142461.0,"Donald Trump, the Republican"
201801142507.0,"Joe Biden, the Democrat"
201801142510.0,"Joe Biden, the Democrat"
201801142516.0,"Joe Biden, the Democrat"
201801142528.0,"Donald Trump, the Republican"
201801142545.0,"Joe Biden, the Democrat"
201801142679.0,"Joe Biden, the Democrat"
201801142704.0,"Joe Biden, the Democrat"
201801142739.0,"Joe Biden, the Democrat"
201801142772.0,"Joe Biden, the Democrat"
201801142774.0,"Joe Biden, the Democrat"
201801142786.0,"Joe Biden, the Democrat"
201801142815.0,"Donald Trump, the Republican"
201801142831.0,"Donald Trump, the Republican"
201801142861.0,"Donald Trump, the Republican"
201801142863.0,"Joe Biden, the Democrat"
201801142948.0,
201801142968.0,"Donald Trump, the Republican"
201801142972.0,"Donald Trump, the Republican"
201801142976.0,"Joe Biden, the Democrat"
201801142995.0,"Joe Biden, the Democrat"
201801142998.0,"Joe Biden, the Democrat"
201801143024.0,"Joe Biden, the Democrat"
201801143030.0,"Joe Biden, the Democrat"
201801143036.0,"Donald Trump, the Republican"
201801143040.0,"Joe Biden, the Democrat"
201801143041.0,
201801143061.0,"Donald Trump, the Republican"
201801143094.0,"Jo Jorgensen, the Libertarian Party candidate"
201801143113.0,"Joe Biden, the Democrat"
201801143130.0,"Donald Trump, the Republican"
201801143238.0,"Joe Biden, the Democrat"
201801143242.0,"Donald Trump, the Republican"
201801143248.0,"Donald Trump, the Republican"
201801143311.0,"Jo Jorgensen, the Libertarian Party candidate"
201801143331.0,"Donald Trump, the Republican"
201801143391.0,"Donald Trump, the Republican"
201801143393.0,"Joe Biden, the Democrat"
201801143494.0,"Donald Trump, the Republican"
201801143518.0,"Joe Biden, the Democrat"
201801143582.0,"Joe Biden, the Democrat"
201801143600.0,"Donald Trump, the Republican"
201801143602.0,"Joe Biden, the Democrat"
201801143611.0,"Donald Trump, the Republican"
201801143637.0,"Donald Trump, the Republican"
201801143639.0,"Joe Biden, the Democrat"
201801143651.0,
201801143685.0,"Joe Biden, the Democrat"
201801143688.0,"Joe Biden, the Democrat"
201801143732.0,"Donald Trump, the Republican"
201801143774.0,"Joe Biden, the Democrat"
201801143800.0,"Joe Biden, the Democrat"
201801143850.0,"Donald Trump, the Republican"
201801143873.0,
201801143877.0,"Donald Trump, the Republican"
201801143900.0,"Joe Biden, the Democrat"
201801143924.0,
201801143961.0,"Joe Biden, the Democrat"
201801143964.0,"Donald Trump, the Republican"
201801143966.0,"Joe Biden, the Democrat"
201801143997.0,"Joe Biden, the Democrat"
201801144006.0,
201801144063.0,
201801144075.0,"Donald Trump, the Republican"
201801144088.0,"Joe Biden, the Democrat"
201801144164.0,"Joe Biden, the Democrat"
201801144173.0,"Joe Biden, the Democrat"
201801144194.0,"Joe Biden, the Democrat"
201801144206.0,"Joe Biden, the Democrat"
201801144213.0,"Joe Biden, the Democrat"
201801144232.0,"Joe Biden, the Democrat"
201801144281.0,"Donald Trump, the Republican"
201801144329.0,"Joe Biden, the Democrat"
201801144345.0,"Howie Hawkins, the Green Party candidate"
201801144373.0,Refused
201801144377.0,"Joe Biden, the Democrat"
201801144386.0,"Joe Biden, the Democrat"
201801144388.0,"Joe Biden, the Democrat"
201801144410.0,"Donald Trump, the Republican"
201801144434.0,"Joe Biden, the Democrat"
201801144442.0,"Donald Trump, the Republican"
201801144449.0,"Donald Trump, the Republican"
201801144467.0,"Joe Biden, the Democrat"
201801144500.0,"Donald Trump, the Republican"
201801144526.0,"Joe Biden, the Democrat"
201801144569.0,"Joe Biden, the Democrat"
201801144579.0,"Joe Biden, the Democrat"
201801144618.0,"Joe Biden, the Democrat"
201801144660.0,"Joe Biden, the Democrat"
201801144709.0,"Joe Biden, the Democrat"
201801144717.0,
201801144720.0,"Joe Biden, the Democrat"
201801144788.0,"Joe Biden, the Democrat"
201801144797.0,"Joe Biden, the Democrat"
201801144844.0,
201801144937.0,"Joe Biden, the Democrat"
201801144944.0,"Joe Biden, the Democrat"
201801145037.0,"Joe Biden, the Democrat"
201801145066.0,"Joe Biden, the Democrat"
201801145114.0,"Joe Biden, the Democrat"
201801145138.0,"Joe Biden, the Democrat"
201801145171.0,"Donald Trump, the Republican"
201801145194.0,"Joe Biden, the Democrat"
201801145196.0,"Joe Biden, the Democrat"
201801145285.0,"Joe Biden, the Democrat"
201801145291.0,"Donald Trump, the Republican"
201801145347.0,"Joe Biden, the Democrat"
201801145367.0,"Joe Biden, the Democrat"
201801145384.0,"Joe Biden, the Democrat"
201801145389.0,"Joe Biden, the Democrat"
201801145436.0,"Donald Trump, the Republican"
201801145458.0,"Joe Biden, the Democrat"
201801145466.0,"Joe Biden, the Democrat"
201801145538.0,"Joe Biden, the Democrat"
201801145557.0,"Donald Trump, the Republican"
201801145582.0,"Joe Biden, the Democrat"
201801145670.0,"Joe Biden, the Democrat"
201801145696.0,"Joe Biden, the Democrat"
201801145735.0,"Donald Trump, the Republican"
201801145791.0,"Donald Trump, the Republican"
201801145796.0,"Donald Trump, the Republican"
201801145812.0,"Joe Biden, the Democrat"
201801145815.0,"Donald Trump, the Republican"
201801145861.0,"Donald Trump, the Republican"
201801145969.0,"Joe Biden, the Democrat"
201801145987.0,"Joe Biden, the Democrat"
201801146113.0,"Donald Trump, the Republican"
201801146168.0,"Howie Hawkins, the Green Party candidate"
201801146226.0,"Joe Biden, the Democrat"
201801146258.0,"Joe Biden, the Democrat"
201801146272.0,"Joe Biden, the Democrat"
201801146276.0,"Joe Biden, the Democrat"
201801146395.0,"Donald Trump, the Republican"
201801146402.0,"Donald Trump, the Republican"
201801146425.0,"Donald Trump, the Republican"
201801146431.0,"Joe Biden, the Democrat"
201801146530.0,
201801146643.0,"Joe Biden, the Democrat"
201801146651.0,
201801146661.0,"Donald Trump, the Republican"
201801146743.0,"Donald Trump, the Republican"
201801146851.0,"Joe Biden, the Democrat"
201801146853.0,"Donald Trump, the Republican"
201801146904.0,"Donald Trump, the Republican"
201801146983.0,"Joe Biden, the Democrat"
201801147025.0,"Donald Trump, the Republican"
201801147065.0,"Joe Biden, the Democrat"
201801147111.0,
201801147134.0,"Joe Biden, the Democrat"
201801147166.0,"Donald Trump, the Republican"
201801147207.0,"Joe Biden, the Democrat"
201801147240.0,"Donald Trump, the Republican"
201801147256.0,"Joe Biden, the Democrat"
201801147260.0,"Donald Trump, the Republican"
201801147286.0,"Joe Biden, the Democrat"
201801147290.0,"Joe Biden, the Democrat"
201801147292.0,"Donald Trump, the Republican"
201801147325.0,
201801147352.0,"Joe Biden, the Democrat"
201801147358.0,"Joe Biden, the Democrat"
201801147397.0,"Joe Biden, the Democrat"
201801147426.0,"Joe Biden, the Democrat"
201801147493.0,"Joe Biden, the Democrat"
201801147527.0,"Joe Biden, the Democrat"
201801147532.0,"Joe Biden, the Democrat"
201801147539.0,"Joe Biden, the Democrat"
201801147551.0,"Joe Biden, the Democrat"
201801147562.0,"Joe Biden, the Democrat"
201801147567.0,"Joe Biden, the Democrat"
201801147572.0,"Joe Biden, the Democrat"
201801147693.0,"Donald Trump, the Republican"
201801147704.0,"Donald Trump, the Republican"
201801147764.0,"Donald Trump, the Republican"
201801147801.0,"Joe Biden, the Democrat"
201801147864.0,"Joe Biden, the Democrat"
201801147996.0,"Donald Trump, the Republican"
201801148011.0,"Joe Biden, the Democrat"
201801148031.0,"Donald Trump, the Republican"
201801148033.0,"Joe Biden, the Democrat"
201801148038.0,"Joe Biden, the Democrat"
201801148041.0,"Joe Biden, the Democrat"
201801148050.0,"Donald Trump, the Republican"
201801148076.0,"Donald Trump, the Republican"
201801148100.0,"Joe Biden, the Democrat"
201801148103.0,"Donald Trump, the Republican"
201801148106.0,"Donald Trump, the Republican"
201801148159.0,"Donald Trump, the Republican"
201801148185.0,"Donald Trump, the Republican"
201801148195.0,"Donald Trump, the Republican"
201801148228.0,"Donald Trump, the Republican"
201801148364.0,"Donald Trump, the Republican"
201801148386.0,"Jo Jorgensen, the Libertarian Party candidate"
201801148476.0,
201801148568.0,"Donald Trump, the Republican"
201801148603.0,"Joe Biden, the Democrat"
201801148615.0,
201801148621.0,"Donald Trump, the Republican"
201801148647.0,"Joe Biden, the Democrat"
201801148649.0,"Joe Biden, the Democrat"
201801148662.0,"Howie Hawkins, the Green Party candidate"
201801148665.0,"Joe Biden, the Democrat"
201801148684.0,"Donald Trump, the Republican"
201801148733.0,"Joe Biden, the Democrat"
201801148846.0,"Donald Trump, the Republican"
201801148911.0,"Joe Biden, the Democrat"
201801148918.0,"Donald Trump, the Republican"
201801148928.0,"Donald Trump, the Republican"
201801148930.0,"Joe Biden, the Democrat"
201801148960.0,
201801149020.0,"Donald Trump, the Republican"
201801149023.0,"Joe Biden, the Democrat"
201801149048.0,
201801149143.0,"Donald Trump, the Republican"
201801149167.0,
201801149188.0,"Donald Trump, the Republican"
201801149200.0,"Donald Trump, the Republican"
201801149233.0,"Joe Biden, the Democrat"
201801149238.0,"Joe Biden, the Democrat"
201801149273.0,"Joe Biden, the Democrat"
201801149303.0,"Joe Biden, the Democrat"
201801149311.0,"Donald Trump, the Republican"
201801149361.0,"Donald Trump, the Republican"
201801149390.0,"Jo Jorgensen, the Libertarian Party candidate"
201801149462.0,"Donald Trump, the Republican"
201801149467.0,"Donald Trump, the Republican"
201801149496.0,
201801149546.0,
201801149559.0,Another candidate
201801149580.0,"Joe Biden, the Democrat"
201801149581.0,
201801149610.0,"Joe Biden, the Democrat"
201801149616.0,"Donald Trump, the Republican"
201801149630.0,"Joe Biden, the Democrat"
201801149640.0,"Donald Trump, the Republican"
201801149688.0,
201801149691.0,"Joe Biden, the Democrat"
201801149708.0,"Donald Trump, the Republican"
201801149780.0,Refused
201801149796.0,"Donald Trump, the Republican"
201801149858.0,
201801149881.0,Refused
201801149928.0,"Joe Biden, the Democrat"
201801149935.0,"Joe Biden, the Democrat"
201801149954.0,"Joe Biden, the Democrat"
201801149970.0,"Joe Biden, the Democrat"
201801150001.0,"Donald Trump, the Republican"
201801150074.0,"Joe Biden, the Democrat"
201801150088.0,"Donald Trump, the Republican"
201801150142.0,"Joe Biden, the Democrat"
201801150144.0,"Donald Trump, the Republican"
201801150222.0,"Joe Biden, the Democrat"
201801150277.0,"Joe Biden, the Democrat"
201801150298.0,
201801150324.0,"Donald Trump, the Republican"
201801150341.0,"Joe Biden, the Democrat"
201801150530.0,"Donald Trump, the Republican"
201801150534.0,"Donald Trump, the Republican"
201801150540.0,"Donald Trump, the Republican"
201801150555.0,"Joe Biden, the Democrat"
201801150581.0,"Joe Biden, the Democrat"
201801150614.0,"Joe Biden, the Democrat"
201801150723.0,"Joe Biden, the Democrat"
201801150743.0,
201801150777.0,"Joe Biden, the Democrat"
201801150799.0,"Joe Biden, the Democrat"
201801150805.0,"Donald Trump, the Republican"
201801150806.0,"Joe Biden, the Democrat"
201801150851.0,"Joe Biden, the Democrat"
201801150873.0,"Donald Trump, the Republican"
201801150898.0,"Donald Trump, the Republican"
201801150939.0,"Donald Trump, the Republican"
201801151003.0,"Donald Trump, the Republican"
201801151012.0,"Joe Biden, the Democrat"
201801151067.0,"Donald Trump, the Republican"
201801151084.0,
201801151111.0,
201801151120.0,"Joe Biden, the Democrat"
201801151121.0,"Donald Trump, the Republican"
201801151154.0,"Joe Biden, the Democrat"
201801151178.0,"Joe Biden, the Democrat"
201801151195.0,"Donald Trump, the Republican"
201801151205.0,"Jo Jorgensen, the Libertarian Party candidate"
201801151212.0,"Joe Biden, the Democrat"
201801151219.0,"Donald Trump, the Republican"
201801151268.0,Refused
201801151281.0,"Joe Biden, the Democrat"
201801151301.0,"Joe Biden, the Democrat"
201801151376.0,"Jo Jorgensen, the Libertarian Party candidate"
201801151406.0,"Donald Trump, the Republican"
201801151427.0,"Joe Biden, the Democrat"
201801151431.0,"Jo Jorgensen, the Libertarian Party candidate"
201801151447.0,"Joe Biden, the Democrat"
201801151468.0,"Joe Biden, the Democrat"
201801151470.0,"Joe Biden, the Democrat"
201801151499.0,"Joe Biden, the Democrat"
201801151530.0,"Donald Trump, the Republican"
201801151548.0,
201801151561.0,"Donald Trump, the Republican"
201801151574.0,"Donald Trump, the Republican"
201801151687.0,"Joe Biden, the Democrat"
201801151801.0,"Joe Biden, the Democrat"
201801151824.0,"Donald Trump, the Republican"
201801151839.0,"Donald Trump, the Republican"
201801151843.0,"Joe Biden, the Democrat"
201801151852.0,"Donald Trump, the Republican"
201801151854.0,"Joe Biden, the Democrat"
201801151900.0,"Joe Biden, the Democrat"
201801151935.0,"Donald Trump, the Republican"
201801152012.0,"Joe Biden, the Democrat"
201801152117.0,"Donald Trump, the Republican"
201801152181.0,"Joe Biden, the Democrat"
201801152266.0,"Donald Trump, the Republican"
201801152285.0,"Donald Trump, the Republican"
201801152311.0,
201801152377.0,"Joe Biden, the Democrat"
201801152382.0,"Joe Biden, the Democrat"
201801152401.0,"Donald Trump, the Republican"
201801152403.0,"Donald Trump, the Republican"
201801152450.0,"Donald Trump, the Republican"
201801152583.0,"Donald Trump, the Republican"
201801152701.0,"Joe Biden, the Democrat"
201801152746.0,"Donald Trump, the Republican"
201801152767.0,"Donald Trump, the Republican"
201801152812.0,"Donald Trump, the Republican"
201801152828.0,"Donald Trump, the Republican"
201801152901.0,
201801153001.0,
201801153002.0,"Joe Biden, the Democrat"
201801153007.0,"Donald Trump, the Republican"
201801153031.0,"Joe Biden, the Democrat"
201801153062.0,"Donald Trump, the Republican"
201801153142.0,"Joe Biden, the Democrat"
